text,sentiment
l i got excited when i thought that exhibit was in sydney but its not,negative
happy mothers day,positive
on a day like this,neutral
traffic backed up inbound lincoln tunnel,neutral
lost,negative
graphic designshould be making a business cardbut im on twitter,neutral
thank,positive
im glad that all got cleared up i lah you idk why linda hates me though,neutral
adam lambert rocks,positive
yay,positive
eating oreos and milk,neutral
im gonna miss eddy,negative
twitter is soo quiet today,neutral
a filthy bloody mess lovely weather,negative
you are my favorite,positive
ok twitter show me what your all about,neutral
field day gt classnot winning,neutral
looking forward to,positive
made my life,positive
in a very stress mood,negative
not for long goin for some sprints now,neutral
youre phone is off,neutral
not much blipping lately but ill get onto that for you,neutral
barely,negative
i think i remember enjoying it too,positive
enjoy,positive
platypuses are the only mammals that can lay eggs,neutral
well miss you,negative
comforting,positive
cleaning the house,neutral
shes hot,positive
woohoo,positive
darn it,negative
kind of down,negative
nice yo,positive
very productive,positive
hey not anymore im back now,neutral
i could have bought a vespa with the amount of money i just spent,neutral
learning how to jerk and stanky leg at sunset cliffs headlights spotlight with colorado and fam,neutral
ly amazin,positive
this morning view from my back deck,neutral
tasty,positive
early morning golf on a sunny day,neutral
not enjoying,negative
love,positive
hangover today,neutral
haha playing fall out boy in a bar full of older people theys need to be educate,neutral
in fact apparently i was your first follower before m himself um embarrassed now,neutral
is finally back from the dinner party had fun alice had no wine i proposedwere getting married next week on may,positive
peacelovej,positive
thank you,positive
did you get fired hugs,neutral
im afraid about the maths one,negative
i am so bored,negative
bif doesnt come down far enough south for me,neutral
well we arent normal then,negative
i slept entirely too long on my nap but not long enough at the same time,neutral
thanks,positive
thanks,positive
rest then its your day off,neutral
missing,negative
i meann look at what i just found lol,neutral
dreamer wow you still havent gotten them,neutral
wish,positive
ouch,negative
dont like,negative
hope,positive
hoping,positive
broke down,negative
just been in the garden but i was being attacked by bugs so i came inside,neutral
sorry,negative
soo sleepy but gotta finish this game lol gett it cavs whoop whoop,neutral
boo,negative
happy mothers day ladies,positive
once again i am looking for a new beard it just fell out the window any bright green ones this time,neutral
im feeling better now,positive
not only do i feel good but it gave me a good workout,positive
month ahaha and i dunno if i can go tomorrow lmao cause i went today freakin filipino parents aha,neutral
hurts,negative
s great,positive
aww thank you,positive
you drank it on the sly,negative
with that said im out til later enjoy your day everyone,positive
s going to disney world lucky,positive
useless,negative
ugh cramps,negative
id much rather be at,negative
yeah i suppose,neutral
we loved you here,positive
youre watching,neutral
time for some then,neutral
sorry,negative
thanks,positive
sad,negative
hand hurts,negative
best,positive
sad,negative
okay im seriously bored i have nothing to do i cant go out cause its raining,negative
greatest love,positive
john more present than ever even online,neutral
hate,negative
ecaytrade people who said youd come by stuff at are you bugs me when people noshow,neutral
they are awesome too late though,neutral
is already ten minutes late flowers in the attic breakfast at starbucks to waking up in vegas,neutral
why did i get airbrushed if soon as i put my dress on it messed it up a littleerr,neutral
great,positive
pray,positive
really sorry,negative
done with classes and packing for the atlanits i hope mileys there,neutral
tired,negative
off to study later guys,neutral
over tanning,negative
lonely,negative
nd thank,positive
bloody,negative
no i havent got mine yet did u get yours,neutral
my tummy is not happy boo,negative
i love that new song,positive
has britney spears songs all over his desktop now,neutral
e shes awesome,positive
now if i still lived that way you could pop in and see me but i dont so you cant,neutral
i want a monte cristo sandwich soo bad,positive
suck,negative
no clue wtf im doing,negative
moshing to fall out boy and confetti bears are falling from the sky,neutral
licking chocolate crumbs off a twirl wrapper like zammo on smack,neutral
i love being ignored except to be yelled at i love my life,neutral
demi is a super girl but she dont like the french fans,neutral
ive had the week off toobut i have biology exams to revise for so my bones time is limited,neutral
miss you too yes i will im usually free pag after dinner rarely during the day,neutral
no southland this wk,neutral
is watching bruce almighty,neutral
dohforgot the ferry turns around before going so much for sitting in the sun and the other side deck is closed,neutral
noo worst news,negative
haha lol the english work they doo in college,positive
lol tweet people im bored,neutral
time for work,neutral
that was a btw,neutral
thanks i decided to just give up on my old hq and go with this account scoundrels won,neutral
buzy this week,neutral
may the fourth be with you,positive
he didnt leave a voicemail,neutral
i wonder what he will come up with,positive
sure i would like,positive
here its am and im at home after a night in a pub,neutral
easy,positive
amazing,positive
what kind of coach would i be if i didnt read all your tweets still waiting on an nondried afro picture,neutral
